game_id,game_date,team_id,team_name,goals_for,goals_against,shots_for,shots_against,faceoff_win_pct,power_play_pct,penalty_kill_pct,wins,losses,points,point_pct,team_shutouts,hits,blocked_shots,giveaways,takeaways,pims,powerPlayGoals
2025020678,,8,Montréal Canadiens,4,1,36.0,29.0,0.48387,0.0,1.0,1,0,2,1.0,0,24,19,11,4,8,0
2025020678,,20,Calgary Flames,1,4,29.0,36.0,0.516129,0.0,1.0,0,1,0,0.0,0,15,13,13,5,2,0
2025020679,,16,Chicago Blackhawks,7,3,35.0,30.0,0.608695,0.75,1.0,1,0,2,1.0,0,19,16,16,7,20,3
2025020679,,19,St. Louis Blues,3,7,30.0,35.0,0.391304,0.0,0.25,0,1,0,0.0,0,25,7,13,4,8,0
2025020680,,9,Ottawa Senators,1,3,33.0,21.0,0.586206,0.0,1.0,0,1,0,0.0,0,26,13,16,2,6,0
2025020680,,68,Utah Mammoth,3,1,21.0,33.0,0.413793,0.0,1.0,1,0,2,1.0,0,20,20,20,5,6,0
2025020681,,26,Los Angeles Kings,3,4,26.0,28.0,0.446428,0.0,0.5,0,0,1,0.5,0,12,14,17,3,8,0
2025020681,,28,San Jose Sharks,4,3,28.0,26.0,0.553571,0.5,1.0,1,0,2,1.0,0,21,17,17,8,6,2
2025020682,,6,Boston Bruins,4,1,30.0,29.0,0.535714,0.0,1.0,1,0,2,1.0,0,23,17,19,3,6,0
2025020682,,20,Calgary Flames,1,4,29.0,30.0,0.464285,0.0,1.0,0,1,0,0.0,0,27,19,15,8,6,0
2025020683,,8,Montréal Canadiens,6,2,19.0,27.0,0.423728,0.0,1.0,1,0,2,1.0,0,18,20,9,7,22,0
2025020683,,13,Florida Panthers,2,6,27.0,19.0,0.576271,0.0,1.0,0,1,0,0.0,0,18,11,18,4,24,0
2025020684,,17,Detroit Red Wings,5,1,25.0,24.0,0.45283,0.333333,0.5,1,0,2,1.0,0,13,27,17,5,4,1
2025020684,,23,Vancouver Canucks,1,5,24.0,25.0,0.547169,0.5,0.666667,0,1,0,0.0,0,24,14,17,3,6,1
2025020685,,3,New York Rangers,2,5,32.0,21.0,0.607843,0.0,0.5,0,1,0,0.0,0,32,12,13,5,4,0
2025020685,,7,Buffalo Sabres,5,2,21.0,32.0,0.392156,0.5,1.0,1,0,2,1.0,0,16,20,17,9,6,1
2025020686,,4,Philadelphia Flyers,1,2,23.0,23.0,0.313725,0.0,1.0,0,0,1,0.5,0,25,11,8,5,4,0
2025020686,,10,Toronto Maple Leafs,2,1,23.0,23.0,0.686274,0.0,1.0,1,0,2,1.0,0,20,13,16,6,6,0
2025020687,,1,New Jersey Devils,1,4,29.0,29.0,0.559322,0.5,0.666667,0,1,0,0.0,0,25,19,18,6,6,1
2025020687,,5,Pittsburgh Penguins,4,1,29.0,29.0,0.440677,0.333333,0.5,1,0,2,1.0,0,10,16,22,5,4,1
2025020688,,12,Carolina Hurricanes,5,2,35.0,13.0,0.640625,0.0,1.0,1,0,2,1.0,0,16,8,21,6,6,0
2025020688,,24,Anaheim Ducks,2,5,13.0,35.0,0.359375,0.0,1.0,0,1,0,0.0,0,25,20,17,4,14,0
2025020689,,2,New York Islanders,1,1,31.0,27.0,0.471698,0.0,1.0,0,0,1,0.5,0,20,23,22,4,8,0
2025020689,,18,Nashville Predators,1,1,27.0,31.0,0.528301,0.0,1.0,1,0,2,1.0,0,19,16,15,8,10,0
2025020690,,22,Edmonton Oilers,4,3,30.0,16.0,0.522727,0.5,1.0,1,0,2,1.0,0,9,8,16,2,9,1
2025020690,,52,Winnipeg Jets,3,4,16.0,30.0,0.477272,0.0,0.5,0,1,0,0.0,0,24,9,15,5,9,0
2025020691,,9,Ottawa Senators,2,8,31.0,34.0,0.459016,0.0,0.666667,0,1,0,0.0,0,38,14,7,5,42,0
2025020691,,21,Colorado Avalanche,8,2,34.0,31.0,0.540983,0.333333,1.0,1,0,2,1.0,0,12,21,9,4,16,2
2025020692,,29,Columbus Blue Jackets,3,5,25.0,26.0,0.631578,0.0,0.5,0,1,0,0.0,0,28,12,18,4,4,0
2025020692,,54,Vegas Golden Knights,5,3,26.0,25.0,0.368421,0.5,1.0,1,0,2,1.0,0,19,20,15,8,2,1
2025020693,,30,Minnesota Wild,3,2,34.0,28.0,0.403508,0.0,0.666667,1,0,2,1.0,0,16,9,14,6,6,0
2025020693,,55,Seattle Kraken,2,3,28.0,34.0,0.596491,0.333333,1.0,0,0,1,0.5,0,13,19,12,5,2,1
2025020694,,15,Washington Capitals,5,1,24.0,24.0,0.461538,0.0,0.75,1,0,2,1.0,0,13,9,16,5,8,0
2025020694,,16,Chicago Blackhawks,1,5,24.0,24.0,0.538461,0.25,1.0,0,1,0,0.0,0,23,6,19,5,6,1
2025020695,,26,Los Angeles Kings,1,5,24.0,20.0,0.568965,0.0,0.5,0,1,0,0.0,0,22,12,8,7,4,0
2025020695,,52,Winnipeg Jets,5,1,20.0,24.0,0.431034,0.5,1.0,1,0,2,1.0,0,23,22,16,2,4,1
2025020696,,19,St. Louis Blues,2,4,28.0,23.0,0.444444,0.0,0.666667,0,1,0,0.0,0,28,19,14,2,20,0
2025020696,,68,Utah Mammoth,4,2,23.0,28.0,0.555555,0.333333,1.0,1,0,2,1.0,0,14,15,10,6,22,1
2025020697,,3,New York Rangers,2,10,29.0,34.0,0.515625,0.5,0.666667,0,1,0,0.0,0,27,9,20,5,18,1
2025020697,,6,Boston Bruins,10,2,34.0,29.0,0.484375,0.333333,0.5,1,0,2,1.0,0,29,14,11,4,26,1
2025020698,,5,Pittsburgh Penguins,1,2,28.0,25.0,0.563636,0.0,1.0,0,1,0,0.0,0,15,17,15,1,10,0
2025020698,,20,Calgary Flames,2,1,25.0,28.0,0.436363,0.0,1.0,1,0,2,1.0,0,17,18,14,3,8,0
2025020699,,21,Colorado Avalanche,4,0,31.0,29.0,0.532258,0.0,1.0,1,0,2,1.0,1,6,17,10,3,4,0
2025020699,,29,Columbus Blue Jackets,0,4,29.0,31.0,0.467741,0.0,1.0,0,1,0,0.0,0,18,22,14,2,4,0
2025020700,,25,Dallas Stars,4,5,20.0,31.0,0.51923,0.0,0.333334,0,0,1,0.5,0,12,14,15,5,12,0
2025020700,,28,San Jose Sharks,5,4,31.0,20.0,0.480769,0.666666,1.0,1,0,2,1.0,0,21,11,18,4,4,4
2025020701,,7,Buffalo Sabres,5,3,32.0,36.0,0.462686,0.0,1.0,1,0,2,1.0,0,10,22,19,4,13,0
2025020701,,24,Anaheim Ducks,3,5,36.0,32.0,0.537313,0.0,1.0,0,1,0,0.0,0,29,7,19,4,13,0
2025020702,,10,Toronto Maple Leafs,5,0,24.0,29.0,0.696428,0.5,1.0,1,0,2,1.0,1,15,20,16,4,15,2
2025020702,,23,Vancouver Canucks,0,5,29.0,24.0,0.303571,0.0,0.5,0,1,0,0.0,0,19,10,17,7,15,0
2025020703,,8,Montréal Canadiens,0,4,27.0,24.0,0.423076,0.0,0.8,0,1,0,0.0,0,27,17,12,9,8,0
2025020703,,17,Detroit Red Wings,4,0,24.0,27.0,0.576923,0.2,1.0,1,0,2,1.0,1,14,16,7,1,2,1
2025020704,,9,Ottawa Senators,2,3,19.0,21.0,0.540983,0.0,0.5,0,1,0,0.0,0,20,14,13,5,10,0
2025020704,,13,Florida Panthers,3,2,21.0,19.0,0.459016,0.5,1.0,1,0,2,1.0,0,24,6,12,6,12,2
2025020705,,4,Philadelphia Flyers,2,7,20.0,23.0,0.369565,0.5,1.0,0,1,0,0.0,0,32,14,14,5,9,1
2025020705,,14,Tampa Bay Lightning,7,2,23.0,20.0,0.630434,0.0,0.5,1,0,2,1.0,0,18,6,14,5,9,0
2025020706,,12,Carolina Hurricanes,3,2,36.0,12.0,0.491803,0.0,1.0,1,0,2,1.0,0,16,13,13,7,2,0
2025020706,,55,Seattle Kraken,2,3,12.0,36.0,0.508196,0.0,1.0,0,1,0,0.0,0,25,12,18,7,2,0
2025020707,,16,Chicago Blackhawks,3,0,21.0,36.0,0.453125,0.333333,1.0,1,0,2,1.0,1,18,8,14,2,8,1
2025020707,,18,Nashville Predators,0,3,36.0,21.0,0.546875,0.0,0.666667,0,1,0,0.0,0,20,8,12,7,8,0
2025020708,,2,New York Islanders,4,3,27.0,36.0,0.580645,0.0,0.75,1,0,2,1.0,0,15,9,7,2,8,0
2025020708,,30,Minnesota Wild,3,4,36.0,27.0,0.419354,0.25,1.0,0,0,1,0.5,0,18,14,16,5,6,1
2025020709,,22,Edmonton Oilers,3,3,26.0,30.0,0.543859,0.25,0.5,0,0,1,0.5,0,20,20,15,6,4,1
2025020709,,26,Los Angeles Kings,3,3,30.0,26.0,0.45614,0.5,0.75,1,0,2,1.0,0,20,12,19,4,8,1
2025020710,,19,St. Louis Blues,2,4,19.0,25.0,0.574074,1.0,1.0,0,1,0,0.0,0,30,17,12,3,7,1
2025020710,,54,Vegas Golden Knights,4,2,25.0,19.0,0.425925,0.0,0.0,1,0,2,1.0,0,21,9,18,7,7,0
2025020711,,1,New Jersey Devils,3,4,27.0,22.0,0.51923,0.0,1.0,0,1,0,0.0,0,17,11,15,4,4,0
2025020711,,52,Winnipeg Jets,4,3,22.0,27.0,0.480769,0.0,1.0,1,0,2,1.0,0,15,13,21,5,2,0
2025020712,,5,Pittsburgh Penguins,0,1,27.0,19.0,0.44,0.0,1.0,0,1,0,0.0,0,18,17,16,3,12,0
2025020712,,6,Boston Bruins,1,0,19.0,27.0,0.56,0.0,1.0,1,0,2,1.0,1,15,18,16,6,4,0
2025020713,,15,Washington Capitals,2,3,32.0,21.0,0.545454,0.4,0.666667,0,1,0,0.0,0,21,5,13,5,12,2
2025020713,,18,Nashville Predators,3,2,21.0,32.0,0.454545,0.333333,0.6,1,0,2,1.0,0,16,11,16,2,10,2
2025020714,,29,Columbus Blue Jackets,3,2,36.0,27.0,0.479166,0.666666,1.0,1,0,2,1.0,0,18,23,16,2,4,2
2025020714,,68,Utah Mammoth,2,3,27.0,36.0,0.520833,0.0,0.333334,0,0,1,0.5,0,15,21,11,5,6,0
2025020715,,28,San Jose Sharks,2,7,20.0,32.0,0.473684,0.0,0.5,0,1,0,0.0,0,21,15,11,5,8,0
2025020715,,54,Vegas Golden Knights,7,2,32.0,20.0,0.526315,0.5,1.0,1,0,2,1.0,0,19,11,23,4,10,2
2025020716,,7,Buffalo Sabres,3,4,23.0,32.0,0.516666,0.0,0.0,0,1,0,0.0,0,22,19,21,4,7,0
2025020716,,13,Florida Panthers,4,3,32.0,23.0,0.483333,1.0,1.0,1,0,2,1.0,0,18,14,11,6,9,1
2025020717,,12,Carolina Hurricanes,3,4,34.0,18.0,0.630769,0.4,0.75,0,0,1,0.5,0,23,11,12,5,28,2
2025020717,,17,Detroit Red Wings,4,3,18.0,34.0,0.36923,0.25,0.6,1,0,2,1.0,0,19,25,20,6,10,1
2025020718,,3,New York Rangers,2,4,22.0,29.0,0.521739,0.0,1.0,0,1,0,0.0,0,31,3,14,6,4,0
2025020718,,55,Seattle Kraken,4,2,29.0,22.0,0.47826,0.0,1.0,1,0,2,1.0,0,20,19,17,8,4,0
2025020719,,4,Philadelphia Flyers,1,5,21.0,26.0,0.645833,0.0,0.5,0,1,0,0.0,0,32,17,19,1,46,0
2025020719,,14,Tampa Bay Lightning,5,1,26.0,21.0,0.354166,0.5,1.0,1,0,2,1.0,0,10,11,9,6,32,2
2025020720,,8,Montréal Canadiens,6,3,41.0,23.0,0.557692,1.0,1.0,1,0,2,1.0,0,26,26,18,4,4,1
2025020720,,23,Vancouver Canucks,3,6,23.0,41.0,0.442307,0.0,0.0,0,1,0,0.0,0,12,9,18,4,2,0
2025020721,,1,New Jersey Devils,5,2,29.0,23.0,0.576271,0.0,0.5,1,0,2,1.0,0,18,19,12,3,4,0
2025020721,,30,Minnesota Wild,2,5,23.0,29.0,0.423728,0.5,1.0,0,1,0,0.0,0,16,14,14,4,4,1
2025020722,,16,Chicago Blackhawks,1,4,30.0,37.0,0.51923,0.0,1.0,0,1,0,0.0,0,20,9,16,6,2,0
2025020722,,22,Edmonton Oilers,4,1,37.0,30.0,0.480769,0.0,1.0,1,0,2,1.0,0,13,16,15,2,4,0
2025020723,,10,Toronto Maple Leafs,4,3,31.0,34.0,0.50909,0.0,0.666667,1,0,2,1.0,0,13,22,15,8,8,0
2025020723,,21,Colorado Avalanche,3,4,34.0,31.0,0.490909,0.333333,1.0,0,0,1,0.5,0,14,12,21,3,6,1
2025020724,,25,Dallas Stars,3,1,18.0,25.0,0.564102,,0.5,1,0,2,1.0,0,17,13,15,7,6,0
2025020724,,26,Los Angeles Kings,1,3,25.0,18.0,0.435897,0.5,,0,1,0,0.0,0,24,12,9,3,2,1
2025020725,,9,Ottawa Senators,2,1,40.0,20.0,0.574468,0.0,1.0,1,0,2,1.0,0,25,16,11,5,2,0
2025020725,,23,Vancouver Canucks,1,2,20.0,40.0,0.425531,0.0,1.0,0,1,0,0.0,0,21,18,14,5,4,0
2025020726,,5,Pittsburgh Penguins,1,1,27.0,31.0,0.568181,0.0,1.0,0,0,1,0.5,0,13,15,15,9,14,0
2025020726,,14,Tampa Bay Lightning,1,1,31.0,27.0,0.431818,0.0,1.0,1,0,2,1.0,0,15,8,18,4,33,0
2025020727,,8,Montréal Canadiens,2,3,25.0,42.0,0.542372,0.0,1.0,0,0,1,0.5,0,21,20,10,2,25,0
2025020727,,15,Washington Capitals,3,2,42.0,25.0,0.457627,0.0,1.0,1,0,2,1.0,0,18,15,16,5,23,0
2025020728,,20,Calgary Flames,3,5,32.0,43.0,0.446153,1.0,0.75,0,1,0,0.0,0,12,9,16,5,13,3
2025020728,,29,Columbus Blue Jackets,5,3,43.0,32.0,0.553846,0.25,0.0,1,0,2,1.0,0,21,14,14,3,9,1
2025020729,,6,Boston Bruins,3,0,41.0,24.0,0.605633,0.0,1.0,1,0,2,1.0,1,18,10,18,3,4,0
2025020729,,17,Detroit Red Wings,0,3,24.0,41.0,0.394366,0.0,1.0,0,1,0,0.0,0,14,16,17,5,4,0
2025020730,,12,Carolina Hurricanes,0,3,33.0,31.0,0.515151,0.0,0.666667,0,1,0,0.0,0,14,8,14,8,6,0
2025020730,,19,St. Louis Blues,3,0,31.0,33.0,0.484848,0.333333,1.0,1,0,2,1.0,1,26,19,19,5,6,1
2025020731,,18,Nashville Predators,4,3,27.0,31.0,0.520833,0.0,0.5,1,0,2,1.0,0,22,11,20,7,13,0
2025020731,,22,Edmonton Oilers,3,4,31.0,27.0,0.479166,0.5,1.0,0,0,1,0.5,0,18,19,18,4,11,2
2025020732,,2,New York Islanders,4,5,27.0,22.0,0.555555,0.0,0.666667,0,1,0,0.0,0,13,12,20,6,4,0
2025020732,,52,Winnipeg Jets,5,4,22.0,27.0,0.444444,0.333333,1.0,1,0,2,1.0,0,18,9,16,5,2,1
2025020733,,10,Toronto Maple Leafs,1,6,20.0,41.0,0.4375,0.0,1.0,0,1,0,0.0,0,21,21,16,5,6,0
2025020733,,68,Utah Mammoth,6,1,41.0,20.0,0.5625,0.0,1.0,1,0,2,1.0,0,21,15,14,5,8,0
2025020734,,24,Anaheim Ducks,3,1,25.0,25.0,0.490196,0.0,1.0,1,0,2,1.0,0,29,17,16,8,4,0
2025020734,,25,Dallas Stars,1,3,25.0,25.0,0.509803,0.0,1.0,0,1,0,0.0,0,24,21,20,1,4,0
2025020735,,1,New Jersey Devils,3,2,26.0,17.0,0.531914,0.5,0.5,1,0,2,1.0,0,14,12,14,9,4,1
2025020735,,55,Seattle Kraken,2,3,17.0,26.0,0.468085,0.5,0.5,0,0,1,0.5,0,20,17,17,3,4,1
2025020736,,4,Philadelphia Flyers,2,5,22.0,15.0,0.525423,0.2,0.666667,0,1,0,0.0,0,26,9,5,2,12,1
2025020736,,7,Buffalo Sabres,5,2,15.0,22.0,0.474576,0.333333,0.8,1,0,2,1.0,0,27,9,17,5,10,2
2025020737,,3,New York Rangers,4,8,22.0,30.0,0.660377,1.0,0.666667,0,1,0,0.0,0,38,20,24,6,6,1
2025020737,,9,Ottawa Senators,8,4,30.0,22.0,0.339622,0.333333,0.0,1,0,2,1.0,0,13,16,11,3,2,1
2025020738,,26,Los Angeles Kings,2,3,24.0,27.0,0.567567,0.0,0.5,0,0,1,0.5,0,24,13,20,5,4,0
2025020738,,54,Vegas Golden Knights,3,2,27.0,24.0,0.432432,0.5,1.0,1,0,2,1.0,0,20,20,15,3,2,1
2025020739,,6,Boston Bruins,4,2,24.0,28.0,0.531914,0.5,0.5,1,0,2,1.0,0,25,16,16,9,13,1
2025020739,,55,Seattle Kraken,2,4,28.0,24.0,0.468085,0.5,0.5,0,1,0,0.0,0,22,14,13,5,9,2
2025020740,,7,Buffalo Sabres,5,3,27.0,23.0,0.410714,0.5,0.333334,1,0,2,1.0,0,21,6,14,6,10,2
2025020740,,8,Montréal Canadiens,3,5,23.0,27.0,0.589285,0.666666,0.5,0,1,0,0.0,0,26,18,13,4,12,2
2025020741,,4,Philadelphia Flyers,3,6,34.0,30.0,0.471698,0.0,0.25,0,1,0,0.0,0,22,11,11,3,13,0
2025020741,,5,Pittsburgh Penguins,6,3,30.0,34.0,0.528301,0.75,1.0,1,0,2,1.0,0,20,14,14,7,13,3
2025020742,,15,Washington Capitals,2,3,23.0,26.0,0.416666,0.5,1.0,0,1,0,0.0,0,18,14,12,3,6,1
2025020742,,28,San Jose Sharks,3,2,26.0,23.0,0.583333,0.0,0.5,1,0,2,1.0,0,16,10,20,4,4,0
2025020743,,23,Vancouver Canucks,1,4,31.0,36.0,0.529411,0.5,0.0,0,1,0,0.0,0,11,18,17,6,4,1
2025020743,,29,Columbus Blue Jackets,4,1,36.0,31.0,0.470588,1.0,0.5,1,0,2,1.0,0,19,15,9,6,4,2
2025020744,,30,Minnesota Wild,2,6,34.0,29.0,0.5,0.0,0.5,0,1,0,0.0,0,11,7,13,5,8,0
2025020744,,52,Winnipeg Jets,6,2,29.0,34.0,0.5,0.5,1.0,1,0,2,1.0,0,19,12,7,2,6,2
2025020745,,16,Chicago Blackhawks,1,3,23.0,23.0,0.543859,0.0,0.75,0,1,0,0.0,0,11,19,17,7,17,0
2025020745,,20,Calgary Flames,3,1,23.0,23.0,0.45614,0.25,1.0,1,0,2,1.0,0,29,12,18,4,19,1
2025020746,,25,Dallas Stars,1,2,27.0,27.0,0.328125,0.5,1.0,0,1,0,0.0,0,15,18,16,6,6,1
2025020746,,68,Utah Mammoth,2,1,27.0,27.0,0.671875,0.0,0.5,1,0,2,1.0,0,18,15,20,5,4,0
2025020747,,2,New York Islanders,1,0,18.0,35.0,0.47826,1.0,1.0,1,0,2,1.0,1,15,16,15,6,4,1
2025020747,,22,Edmonton Oilers,0,1,35.0,18.0,0.521739,0.0,0.0,0,1,0,0.0,0,16,8,16,3,2,0
2025020748,,10,Toronto Maple Leafs,5,6,28.0,33.0,0.623188,1.0,0.333334,0,0,1,0.5,0,17,14,18,5,6,1
2025020748,,54,Vegas Golden Knights,6,5,33.0,28.0,0.376811,0.666666,0.0,1,0,2,1.0,0,18,15,13,4,2,2
2025020749,,17,Detroit Red Wings,4,2,25.0,22.0,0.530612,0.5,1.0,1,0,2,1.0,0,14,17,11,5,2,1
2025020749,,28,San Jose Sharks,2,4,22.0,25.0,0.469387,0.0,0.5,0,1,0,0.0,0,16,16,21,2,4,0
2025020750,,12,Carolina Hurricanes,9,1,36.0,16.0,0.655172,0.8,1.0,1,0,2,1.0,0,30,8,20,8,17,4
2025020750,,13,Florida Panthers,1,9,16.0,36.0,0.344827,0.0,0.2,0,1,0,0.0,0,19,13,16,5,27,0
2025020751,,14,Tampa Bay Lightning,2,2,36.0,21.0,0.538461,0.666666,1.0,0,0,1,0.5,0,12,10,17,3,4,2
2025020751,,19,St. Louis Blues,2,2,21.0,36.0,0.461538,0.0,0.333334,1,0,2,1.0,0,24,10,11,8,6,0
2025020752,,18,Nashville Predators,7,3,30.0,43.0,0.642857,1.0,1.0,1,0,2,1.0,0,16,12,16,5,4,1
2025020752,,21,Colorado Avalanche,3,7,43.0,30.0,0.357142,0.0,0.0,0,1,0,0.0,0,14,17,20,6,2,0
2025020753,,24,Anaheim Ducks,2,2,28.0,28.0,0.5,0.0,1.0,1,0,2,1.0,0,21,18,16,5,6,0
2025020753,,26,Los Angeles Kings,2,2,28.0,28.0,0.5,0.0,1.0,0,0,1,0.5,0,15,11,15,6,4,0
2025020754,,7,Buffalo Sabres,4,5,24.0,36.0,0.448275,0.25,0.75,0,0,1,0.5,0,21,16,10,3,15,1
2025020754,,30,Minnesota Wild,5,4,36.0,24.0,0.551724,0.25,0.75,1,0,2,1.0,0,31,9,11,6,15,1
2025020755,,3,New York Rangers,6,3,28.0,28.0,0.640625,0.333333,1.0,1,0,2,1.0,0,26,21,17,3,4,1
2025020755,,4,Philadelphia Flyers,3,6,28.0,28.0,0.359375,0.0,0.666667,0,1,0,0.0,0,27,13,14,3,8,0
2025020756,,2,New York Islanders,2,4,30.0,19.0,0.632653,0.0,1.0,0,1,0,0.0,0,25,16,9,4,6,0
2025020756,,20,Calgary Flames,4,2,19.0,30.0,0.367346,0.0,1.0,1,0,2,1.0,0,9,14,17,4,4,0
2025020757,,55,Seattle Kraken,3,6,21.0,31.0,0.469696,0.0,1.0,0,1,0,0.0,0,13,18,13,5,4,0
2025020757,,68,Utah Mammoth,6,3,31.0,21.0,0.530303,0.0,1.0,1,0,2,1.0,0,25,15,17,4,6,0
2025020758,,8,Montréal Canadiens,6,5,19.0,34.0,0.533333,0.4,0.333334,1,0,2,1.0,0,28,24,14,5,8,2
2025020758,,9,Ottawa Senators,5,6,34.0,19.0,0.466666,0.666666,0.6,0,0,1,0.5,0,26,15,16,5,12,2
2025020759,,1,New Jersey Devils,1,4,30.0,35.0,0.559322,0.25,1.0,0,1,0,0.0,0,22,15,18,2,2,1
2025020759,,12,Carolina Hurricanes,4,1,35.0,30.0,0.440677,0.0,0.75,1,0,2,1.0,0,20,12,9,9,8,0
2025020760,,5,Pittsburgh Penguins,3,3,33.0,26.0,0.580645,0.0,1.0,0,0,1,0.5,0,17,14,14,3,6,0
2025020760,,29,Columbus Blue Jackets,3,3,26.0,33.0,0.419354,0.0,1.0,1,0,2,1.0,0,24,24,13,10,8,0
2025020761,,13,Florida Panthers,5,2,31.0,24.0,0.410714,0.5,1.0,1,0,2,1.0,0,22,8,15,9,4,1
2025020761,,15,Washington Capitals,2,5,24.0,31.0,0.589285,0.0,0.5,0,1,0,0.0,0,30,18,17,2,6,0
2025020762,,10,Toronto Maple Leafs,4,3,37.0,30.0,0.612244,0.0,1.0,1,0,2,1.0,0,21,11,23,5,6,0
2025020762,,52,Winnipeg Jets,3,4,30.0,37.0,0.387755,0.0,1.0,0,0,1,0.5,0,17,11,13,2,4,0
2025020763,,6,Boston Bruins,5,2,23.0,24.0,0.520833,1.0,1.0,1,0,2,1.0,0,18,11,16,8,2,1
2025020763,,16,Chicago Blackhawks,2,5,24.0,23.0,0.479166,0.0,0.0,0,1,0,0.0,0,24,10,16,3,2,0
2025020764,,22,Edmonton Oilers,6,0,35.0,31.0,0.422222,0.25,1.0,1,0,2,1.0,1,15,7,13,5,2,1
2025020764,,23,Vancouver Canucks,0,6,31.0,35.0,0.577777,0.0,0.75,0,1,0,0.0,0,19,8,19,3,6,0
2025020765,,18,Nashville Predators,2,7,29.0,36.0,0.523809,0.333333,1.0,0,1,0,0.0,0,14,16,16,7,4,1
2025020765,,54,Vegas Golden Knights,7,2,36.0,29.0,0.47619,0.0,0.666667,1,0,2,1.0,0,25,16,20,4,8,0
2025020766,,24,Anaheim Ducks,2,1,33.0,18.0,0.548387,0.0,0.833334,1,0,2,1.0,0,30,22,10,3,17,0
2025020766,,26,Los Angeles Kings,1,2,18.0,33.0,0.451612,0.166666,1.0,0,0,1,0.5,0,21,9,12,8,11,1
2025020767,,14,Tampa Bay Lightning,4,1,26.0,20.0,0.395833,0.0,1.0,1,0,2,1.0,0,21,14,17,6,6,0
2025020767,,25,Dallas Stars,1,4,20.0,26.0,0.604166,0.0,1.0,0,1,0,0.0,0,16,14,13,3,6,0
2025020768,,9,Ottawa Senators,3,4,22.0,34.0,0.592592,0.666666,0.6,0,0,1,0.5,0,24,10,11,4,12,2
2025020768,,17,Detroit Red Wings,4,3,34.0,22.0,0.407407,0.4,0.333334,1,0,2,1.0,0,19,11,17,3,10,2
2025020769,,19,St. Louis Blues,0,5,27.0,28.0,0.517857,0.0,0.666667,0,1,0,0.0,0,20,6,12,5,6,0
2025020769,,22,Edmonton Oilers,5,0,28.0,27.0,0.482142,0.333333,1.0,1,0,2,1.0,1,15,21,14,3,6,1
2025020770,,7,Buffalo Sabres,1,2,18.0,29.0,0.458333,0.0,0.5,0,1,0,0.0,0,25,12,19,6,8,0
2025020770,,12,Carolina Hurricanes,2,1,29.0,18.0,0.541666,0.5,1.0,1,0,2,1.0,0,23,6,17,7,6,1
2025020771,,15,Washington Capitals,2,5,24.0,44.0,0.522388,0.25,0.833334,0,1,0,0.0,0,14,24,14,7,14,1
2025020771,,21,Colorado Avalanche,5,2,44.0,24.0,0.477611,0.166666,0.75,1,0,2,1.0,0,14,9,15,6,10,1
2025020772,,5,Pittsburgh Penguins,6,3,32.0,23.0,0.566037,0.0,0.666667,1,0,2,1.0,0,23,10,18,6,6,0
2025020772,,55,Seattle Kraken,3,6,23.0,32.0,0.433962,0.333333,1.0,0,1,0,0.0,0,20,16,16,3,6,1
2025020773,,13,Florida Panthers,1,4,36.0,28.0,0.507936,0.0,1.0,0,1,0,0.0,0,22,13,15,5,19,0
2025020773,,28,San Jose Sharks,4,1,28.0,36.0,0.492063,0.0,1.0,1,0,2,1.0,0,28,19,14,3,19,0
2025020774,,10,Toronto Maple Leafs,3,6,30.0,39.0,0.537037,0.25,0.333334,0,1,0,0.0,0,23,15,11,5,6,1
2025020774,,30,Minnesota Wild,6,3,39.0,30.0,0.462962,0.666666,0.75,1,0,2,1.0,0,21,13,11,5,8,2
2025020775,,4,Philadelphia Flyers,2,1,17.0,25.0,0.625,0.0,0.857143,1,0,2,1.0,0,15,17,18,3,14,0
2025020775,,54,Vegas Golden Knights,1,2,25.0,17.0,0.375,0.142857,1.0,0,1,0,0.0,0,23,11,13,7,4,1
2025020776,,16,Chicago Blackhawks,2,0,24.0,32.0,0.558139,0.0,1.0,1,0,2,1.0,1,13,16,14,4,4,0
2025020776,,52,Winnipeg Jets,0,2,32.0,24.0,0.44186,0.0,1.0,0,1,0,0.0,0,26,13,8,3,6,0
2025020777,,1,New Jersey Devils,2,1,32.0,22.0,0.644444,0.0,1.0,1,0,2,1.0,0,16,11,15,4,8,0
2025020777,,20,Calgary Flames,1,2,22.0,32.0,0.355555,0.0,1.0,0,0,1,0.5,0,22,14,17,3,4,0
2025020778,,2,New York Islanders,4,3,33.0,32.0,0.448979,0.333333,1.0,1,0,2,1.0,0,17,17,12,4,4,1
2025020778,,23,Vancouver Canucks,3,4,32.0,33.0,0.55102,0.0,0.666667,0,1,0,0.0,0,20,7,14,3,6,0
2025020779,,3,New York Rangers,3,5,22.0,26.0,0.535714,0.5,0.666667,0,1,0,0.0,0,20,14,18,5,6,2
2025020779,,24,Anaheim Ducks,5,3,26.0,22.0,0.464285,0.333333,0.5,1,0,2,1.0,0,29,11,20,7,8,1
2025020780,,8,Montréal Canadiens,4,3,33.0,20.0,0.516666,0.0,0.5,1,0,2,1.0,0,18,12,16,5,8,0
2025020780,,30,Minnesota Wild,3,4,20.0,33.0,0.483333,0.5,1.0,0,1,0,0.0,0,17,22,15,2,6,2
2025020781,,14,Tampa Bay Lightning,4,1,20.0,23.0,0.44,0.0,1.0,1,0,2,1.0,0,13,14,15,1,0,0
